street_name,type,s_node_id,e_node_id,long_snode,lat_snode,long_enode,lat_enode
Đường Kinh Dương Vương,fast_food,5800034829,5800034838,106.6267187,10.7479154,106.626893,10.7480576
Đường Kinh Dương Vương,house,5800034838,5800069597,106.626893,10.7480576,106.6272832,10.7483686
Đường Kinh Dương Vương,swimming_pool,5800069597,5800034837,106.6272832,10.7483686,106.6276252,10.7486585
Đường Kinh Dương Vương,swimming_pool,5800034837,5800034836,106.6276252,10.7486585,106.6280973,10.7490195
Đường Kinh Dương Vương,fuel,5800034836,5800034830,106.6280973,10.7490195,106.6284377,10.7492773
Đường Kinh Dương Vương,fuel,5800034830,5800034835,106.6284377,10.7492773,106.6286927,10.7494806
Đường Kinh Dương Vương,fuel,5800034835,5800034834,106.6286927,10.7494806,106.6287705,10.7495478
Đường Kinh Dương Vương,house,5800034834,5800034832,106.6287705,10.7495478,106.6288336,10.7495899
Đường Kinh Dương Vương,house,5800034832,5800069553,106.6288336,10.7495899,106.6288613,10.7496004
Đường Kinh Dương Vương,house,5800069553,5800069567,106.6288613,10.7496004,106.6290376,10.7497559
Đường Kinh Dương Vương,house,5800069567,5800069566,106.6290376,10.7497559,106.6293526,10.7499958
Đường Kinh Dương Vương,house,5800069566,5811613647,106.6293526,10.7499958,106.6294524,10.7500781
Đường Kinh Dương Vương,bank,5811613647,5800069554,106.6294524,10.7500781,106.6294672,10.7500886
Đường Kinh Dương Vương,bank,5800069554,5800069565,106.6294672,10.7500886,106.6295806,10.7501882
Đường Kinh Dương Vương,bank,5800069565,5800069564,106.6295806,10.7501882,106.6299507,10.7504701
Đường Kinh Dương Vương,house,5800069564,5800069563,106.6299507,10.7504701,106.6302256,10.7506875
Đường Kinh Dương Vương,police,5800069563,5811620373,106.6302256,10.7506875,106.6305165,10.7509057
Đường Kinh Dương Vương,police,5811620373,5800069556,106.6305165,10.7509057,106.6305356,10.7509175
Đường Kinh Dương Vương,police,5800069556,5800069562,106.6305356,10.7509175,106.630581,10.7509563
Đường Kinh Dương Vương,house,5800069562,5800069349,106.630581,10.7509563,106.6307142,10.7510628
Đường Kinh Dương Vương,house,5800069349,5800069561,106.6307142,10.7510628,106.6309552,10.7512541
Đường Kinh Dương Vương,house,5800069561,5811620426,106.6309552,10.7512541,106.6310925,10.7513553
Đường Kinh Dương Vương,house,5811620426,5800069560,106.6310925,10.7513553,106.631328,10.7515465
Đường Kinh Dương Vương,house,5800069560,5811620355,106.631328,10.7515465,106.6313889,10.7515973
Đường Kinh Dương Vương,house,5811620355,5800069559,106.6313889,10.7515973,106.6315332,10.7517178
Đường Kinh Dương Vương,house,5800069559,5811620398,106.6315332,10.7517178,106.6320508,10.7521145
Đường Kinh Dương Vương,house,5811620398,5811620397,106.6320508,10.7521145,106.6325712,10.7525084
Đường Kinh Dương Vương,atm,5811620397,5811620388,106.6325712,10.7525084,106.6330703,10.752915
Đường Kinh Dương Vương,school,5811620388,5811620396,106.6330703,10.752915,106.6332257,10.7530262
Đường Kinh Dương Vương,school,5811620396,5813660496,106.6332257,10.7530262,106.6333916,10.7531388
Đường Kinh Dương Vương,house,5813660496,5811620390,106.6333916,10.7531388,106.6336434,10.7533097
Đường Kinh Dương Vương,house,5811620390,5811620395,106.6336434,10.7533097,106.6337849,10.7534017
Đường Kinh Dương Vương,house,5811620395,5811620394,106.6337849,10.7534017,106.6338936,10.7534768
Đường Kinh Dương Vương,house,5811620394,5811620393,106.6338936,10.7534768,106.6339539,10.7535124
Đường Kinh Dương Vương,bank,5811620393,5811620391,106.6339539,10.7535124,106.6340046,10.7536251
Đường Kinh Dương Vương,primary,5811620400,5811620399,106.6339566,10.7537179,106.6338882,10.7537271
Đường Kinh Dương Vương,house,5811620399,5813660515,106.6338882,10.7537271,106.6333203,10.7533465
Đường Kinh Dương Vương,house,5813660515,5811620401,106.6333203,10.7533465,106.6331814,10.7532594
Đường Kinh Dương Vương,house,5811620401,5813660522,106.6331814,10.7532594,106.6329438,10.7530762
Đường Kinh Dương Vương,house,5813660522,5811620404,106.6329438,10.7530762,106.6327799,10.7529498
Đường Kinh Dương Vương,fuel,5811620404,5811620387,106.6327799,10.7529498,106.6323855,10.7526589
Đường Kinh Dương Vương,fuel,5811620387,5811620386,106.6323855,10.7526589,106.6319516,10.7523213
Đường Kinh Dương Vương,house,5811620386,5811620403,106.6319516,10.7523213,106.6315257,10.7519985
Đường Kinh Dương Vương,house,5811620403,5800069569,106.6315257,10.7519985,106.6313669,10.751868
Đường Kinh Dương Vương,house,5800069569,5800069570,106.6313669,10.751868,106.6309056,10.751511
Đường Kinh Dương Vương,church,5800069570,5800069571,106.6309056,10.751511,106.6305247,10.7512132
Đường Kinh Dương Vương,tertiary,5800069571,5800069572,106.6305247,10.7512132,106.6301841,10.7509497
Đường Kinh Dương Vương,tertiary,5800069572,5800069573,106.6301841,10.7509497,106.6298515,10.7506915
Đường Kinh Dương Vương,tertiary,5800069573,5811620411,106.6298515,10.7506915,106.6298186,10.7506665
Đường Kinh Dương Vương,tertiary,5811620411,5811620408,106.6298186,10.7506665,106.629638,10.7505298
Đường Kinh Dương Vương,house,5811620408,5800069574,106.629638,10.7505298,106.6294465,10.7503806
Đường Kinh Dương Vương,house,5800069574,5800069575,106.6294465,10.7503806,106.6292734,10.7502409
Đường Kinh Dương Vương,house,5800069575,5800069576,106.6292734,10.7502409,106.6289972,10.7500287
Đường Kinh Dương Vương,house,5800069576,5800069577,106.6289972,10.7500287,106.6287906,10.749868
Đường Kinh Dương Vương,tertiary,5800034831,5800034845,106.6287236,10.7498061,106.6286579,10.7497599
Đường Kinh Dương Vương,tertiary,5800034845,5800034847,106.6286579,10.7497599,106.6285801,10.7497085
Đường Kinh Dương Vương,tertiary,5800034847,5800034848,106.6285801,10.7497085,106.6283562,10.7495175
Đường Kinh Dương Vương,tertiary,5800034848,5800069351,106.6283562,10.7495175,106.6281425,10.749356
Đường Kinh Dương Vương,atm,5800069351,5800069352,106.6281425,10.749356,106.6281036,10.7493297
Đường Kinh Dương Vương,atm,5800069352,5800034849,106.6281036,10.7493297,106.6275743,10.7489022
Đường Kinh Dương Vương,atm,5800034849,5800034850,106.6275743,10.7489022,106.6267106,10.7482606
Đường Kinh Dương Vương,primary,5800034850,5800034826,106.6267106,10.7482606,106.6263445,10.7479667
Đường Kinh Dương Vương,community_centre,5800034826,5800034851,106.6263445,10.7479667,106.6260964,10.7477783
Đường Kinh Dương Vương,community_centre,5800034851,5800034852,106.6260964,10.7477783,106.6253266,10.7471643
Đường Kinh Dương Vương,tertiary,5800034852,5800037253,106.6253266,10.7471643,106.6247553,10.74669
Đường Kinh Dương Vương,tertiary,5800037253,5800037254,106.6247553,10.74669,106.6242805,10.7462605
Đường Kinh Dương Vương,tertiary,5800037254,5800037271,106.6242805,10.7462605,106.6242766,10.7461636
