street_name,type,s_node_id,e_node_id,long_snode,lat_snode,long_enode,lat_enode
Quốc lộ 1,tertiary,2262741006,5737781345,106.6013505,10.8166843,106.6018366,10.818915
Quốc lộ 1,tertiary,5737781345,4943402275,106.6018366,10.818915,106.6018742,10.8190874
Quốc lộ 1,tertiary,4943402275,2242336144,106.6018742,10.8190874,106.6019291,10.819394
Quốc lộ 1,tertiary,2242336144,5737781405,106.6019291,10.819394,106.6019485,10.8194884
Quốc lộ 1,tertiary,5737781405,5737781404,106.6019485,10.8194884,106.6022301,10.8207027
Quốc lộ 1,tertiary,5737781404,5737781336,106.6022301,10.8207027,106.6022401,10.8207529
Quốc lộ 1,tertiary,5737781336,5737781403,106.6022401,10.8207529,106.6024393,10.8217513
Quốc lộ 1,tertiary,5737781403,5738480224,106.6024393,10.8217513,106.6026231,10.822559
Quốc lộ 1,tertiary,5738480224,5737781402,106.6026231,10.822559,106.6026539,10.8226944
Quốc lộ 1,tertiary,5737781402,5738478401,106.6026539,10.8226944,106.6027308,10.8230418
Quốc lộ 1,tertiary,5738478401,5737781401,106.6027308,10.8230418,106.6029006,10.8238088
Quốc lộ 1,tertiary,5737781401,5737781400,106.6029006,10.8238088,106.6031327,10.8248498
Quốc lộ 1,tertiary,5737781400,5737781399,106.6031327,10.8248498,106.6031507,10.8249699
Quốc lộ 1,tertiary,5737781399,5737781398,106.6031507,10.8249699,106.6032761,10.8255647
Quốc lộ 1,tertiary,5737781398,5738480247,106.6032761,10.8255647,106.6033874,10.8259493
Quốc lộ 1,tertiary,5738480247,5738480246,106.6033874,10.8259493,106.6034169,10.8260204
Quốc lộ 1,tertiary,5738480246,5738480245,106.6034169,10.8260204,106.6034438,10.8261252
Quốc lộ 1,tertiary,2869807919,5737781409,106.6119691,10.8397275,106.6118096,10.839701
Quốc lộ 1,tertiary,5737781409,5737781410,106.6118096,10.839701,106.6117103,10.83961
Quốc lộ 1,tertiary,5737781410,5750472575,106.6117103,10.83961,106.6116203,10.8395331
Quốc lộ 1,tertiary,5750472575,5737781411,106.6116203,10.8395331,106.6114944,10.8394217
Quốc lộ 1,tertiary,5737781411,5750473563,106.6114944,10.8394217,106.611185,10.8391472
Quốc lộ 1,tertiary,5750473563,5737781412,106.611185,10.8391472,106.6108279,10.8388303
Quốc lộ 1,tertiary,5737781412,5750472589,106.6108279,10.8388303,106.6102639,10.8383213
Quốc lộ 1,tertiary,5750472589,5737781413,106.6102639,10.8383213,106.6102338,10.8382942
Quốc lộ 1,tertiary,5737781413,5737781414,106.6102338,10.8382942,106.6097918,10.8379028
Quốc lộ 1,tertiary,5737781414,5737781415,106.6097918,10.8379028,106.6094519,10.8375948
Quốc lộ 1,tertiary,5737781415,5748239719,106.6094519,10.8375948,106.6093761,10.8375243
Quốc lộ 1,tertiary,5748239719,5748211493,106.6093761,10.8375243,106.6087431,10.8369353
Quốc lộ 1,tertiary,5748211493,5737781416,106.6087431,10.8369353,106.6084099,10.8366253
Quốc lộ 1,tertiary,5737781416,5737781417,106.6084099,10.8366253,106.6079687,10.8361235
Quốc lộ 1,tertiary,5737781417,5748211494,106.6079687,10.8361235,106.6078579,10.8359598
Quốc lộ 1,tertiary,5748211494,5737781418,106.6078579,10.8359598,106.6077876,10.835856
Quốc lộ 1,tertiary,5737781418,5740445224,106.6077876,10.835856,106.607778,10.8357156
Quốc lộ 1,tertiary,5740445223,5737781388,106.6077759,10.8354767,106.6078734,10.8355176
Quốc lộ 1,tertiary,5737781388,5737781387,106.6078734,10.8355176,106.6081068,10.835835
Quốc lộ 1,tertiary,5737781387,5737781386,106.6081068,10.835835,106.608611,10.8364673
Quốc lộ 1,tertiary,5737781386,5737781385,106.608611,10.8364673,106.6089544,10.8368282
Quốc lộ 1,tertiary,5737781385,5737781384,106.6089544,10.8368282,106.6095364,10.8373524
Quốc lộ 1,tertiary,5737781384,5737781383,106.6095364,10.8373524,106.6099968,10.8377501
Quốc lộ 1,tertiary,5737781383,5737781382,106.6099968,10.8377501,106.6106267,10.8383421
Quốc lộ 1,tertiary,5737781382,5737781381,106.6106267,10.8383421,106.6115776,10.8391833
Quốc lộ 1,tertiary,5737781381,5752850673,106.6115776,10.8391833,106.61211,10.8396364
Quốc lộ 1,tertiary,5752850673,5737781379,106.61211,10.8396364,106.6121596,10.8397695
Quốc lộ 1,primary,2091954901,4069486220,106.6173549,10.8443126,106.6175521,10.8445954
Quốc lộ 1,secondary,5758103785,5758103784,106.5904596,10.7661834,106.5904364,10.7659419
Quốc lộ 1,secondary,5758103784,5758103783,106.5904364,10.7659419,106.5904042,10.7655071
Quốc lộ 1,secondary,5758103783,5758103782,106.5904042,10.7655071,106.5904015,10.7650855
Quốc lộ 1,secondary,5758103782,5758103781,106.5904015,10.7650855,106.5904203,10.7645006
Quốc lộ 1,secondary,5758103781,5758103780,106.5904203,10.7645006,106.5904788,10.7640666
Quốc lộ 1,secondary,5758103780,5769430948,106.5904788,10.7640666,106.5905419,10.7637027
Quốc lộ 1,secondary,5769430948,5769430947,106.5905419,10.7637027,106.590555,10.7636267
Quốc lộ 1,secondary,5769430947,5769430892,106.590555,10.7636267,106.5906329,10.7631775
Quốc lộ 1,secondary,5769430892,5758103799,106.5906329,10.7631775,106.5907127,10.7627166
Quốc lộ 1,secondary,5758103799,5758103798,106.5907127,10.7627166,106.5907851,10.7623082
Quốc lộ 1,secondary,5758103798,5783388443,106.5907851,10.7623082,106.5908114,10.7621286
Quốc lộ 1,secondary,5783388443,5783388433,106.5908114,10.7621286,106.5908609,10.76179
Quốc lộ 1,secondary,5783388433,5758103797,106.5908609,10.76179,106.5909165,10.7614097
Quốc lộ 1,secondary,5758103797,5758103793,106.5909165,10.7614097,106.5910343,10.7607798
Quốc lộ 1,secondary,5758103793,5758103796,106.5910343,10.7607798,106.5910641,10.760627
Quốc lộ 1,secondary,5758103796,5758103795,106.5910641,10.760627,106.5911498,10.7600974
Quốc lộ 1,secondary,5758103795,5758103766,106.5911498,10.7600974,106.5911799,10.7598927
Quốc lộ 1,secondary,5758103766,2242379835,106.5911799,10.7598927,106.5912347,10.75959
Quốc lộ 1,secondary,2242379835,5797810317,106.5912347,10.75959,106.5912887,10.7592452
Quốc lộ 1,secondary,5797810317,2242379843,106.5912887,10.7592452,106.5913129,10.7590904
Quốc lộ 1,secondary,2242379843,2928717490,106.5913129,10.7590904,106.5914506,10.7581571
Quốc lộ 1,secondary,2928717490,3164034695,106.5914506,10.7581571,106.5915442,10.7575976
Quốc lộ 1,secondary,3164034695,5785399023,106.5915442,10.7575976,106.5916327,10.7570605
Quốc lộ 1,secondary,5785399021,5797807551,106.5919385,10.7571066,106.5919183,10.7572455
Quốc lộ 1,secondary,5797807551,3164034696,106.5919183,10.7572455,106.5918683,10.757556
Quốc lộ 1,secondary,3164034696,5797807543,106.5918683,10.757556,106.5918526,10.7576418
Quốc lộ 1,secondary,5797807543,5797810271,106.5918526,10.7576418,106.591801,10.7579248
Quốc lộ 1,secondary,5797810271,5797810277,106.591801,10.7579248,106.5917273,10.7583281
Quốc lộ 1,secondary,5797810277,5797810288,106.5917273,10.7583281,106.5916536,10.7587318
Quốc lộ 1,secondary,5797810288,2242379797,106.5916536,10.7587318,106.5916174,10.7589302
Quốc lộ 1,secondary,2242379797,3134555307,106.5916174,10.7589302,106.5915942,10.7590955
Quốc lộ 1,secondary,3134555307,5797810295,106.5915942,10.7590955,106.5915643,10.7592246
Quốc lộ 1,secondary,5797810295,5797810301,106.5915643,10.7592246,106.5914897,10.759547
Quốc lộ 1,secondary,5797810301,5758103768,106.5914897,10.759547,106.5914417,10.7597541
Quốc lộ 1,secondary,5758103768,5783388369,106.5914417,10.7597541,106.5914106,10.7598968
Quốc lộ 1,secondary,5783388369,5758103806,106.5914106,10.7598968,106.5913859,10.7600105
Quốc lộ 1,secondary,5758103806,5758103792,106.5913859,10.7600105,106.5913429,10.7603385
Quốc lộ 1,secondary,5758103792,5758103805,106.5913429,10.7603385,106.5912947,10.7606429
Quốc lộ 1,secondary,5758103805,5758103804,106.5912947,10.7606429,106.5911579,10.7614782
Quốc lộ 1,secondary,5758103804,5758103803,106.5911579,10.7614782,106.5909889,10.7623925
Quốc lộ 1,secondary,5758103803,5758103802,106.5909889,10.7623925,106.5909621,10.7625427
Quốc lộ 1,secondary,5758103802,5769431253,106.5909621,10.7625427,106.5909146,10.7627508
Quốc lộ 1,secondary,5769431253,5758103769,106.5909146,10.7627508,106.5908937,10.7628421
Quốc lộ 1,secondary,5758103769,5758103790,106.5908937,10.7628421,106.5908709,10.7629775
Quốc lộ 1,secondary,5758103790,5758103789,106.5908709,10.7629775,106.5907878,10.7634571
Quốc lộ 1,secondary,5758103789,5769430891,106.5907878,10.7634571,106.5907727,10.7635857
Quốc lộ 1,secondary,5769430891,5769431258,106.5907727,10.7635857,106.5907321,10.7639322
Quốc lộ 1,secondary,5769431258,5758103788,106.5907321,10.7639322,106.59071,10.7641211
Quốc lộ 1,secondary,5758103788,5758103787,106.59071,10.7641211,106.5906136,10.7641941
Quốc lộ 1,trunk,5767403842,4971508467,106.68969,10.8609621,106.6890651,10.8609943
Quốc lộ 1,trunk,4971508467,5653129647,106.6890651,10.8609943,106.6871258,10.8611149
Quốc lộ 1,trunk,5653129647,2240979361,106.6871258,10.8611149,106.6863235,10.8611648
Quốc lộ 1,trunk,2240979361,4971508447,106.6863235,10.8611648,106.6860408,10.8611832
Quốc lộ 1,trunk,4971508447,5767403851,106.6860408,10.8611832,106.6860085,10.8611853
Quốc lộ 1,trunk,5767403841,5767403842,106.6897232,10.8609604,106.68969,10.8609621
Quốc lộ 1,trunk,5767403839,5767403840,106.6892416,10.8608477,106.6892743,10.8608454
Quốc lộ 1,trunk,5767404257,366389461,106.685948,10.8610246,106.6862129,10.8610047
Quốc lộ 1,trunk,366389461,5655390881,106.6862129,10.8610047,106.6862936,10.8610014
Quốc lộ 1,trunk,5655390881,4068497321,106.6862936,10.8610014,106.6877234,10.8609421
Quốc lộ 1,trunk,4068497321,5653129364,106.6877234,10.8609421,106.6887328,10.8608807
Quốc lộ 1,trunk,5653129364,366379047,106.6887328,10.8608807,106.689009,10.8608639
Quốc lộ 1,trunk,366379047,5767403839,106.689009,10.8608639,106.6892416,10.8608477
Quốc lộ 1,trunk,5767403850,4971508448,106.6859623,10.8611883,106.6859054,10.861192
Quốc lộ 1,trunk,4971508448,2240979379,106.6859054,10.861192,106.6843079,10.8612957
Quốc lộ 1,trunk,5767403851,5767403850,106.6860085,10.8611853,106.6859623,10.8611883
Quốc lộ 1,trunk,5767404256,5767404257,106.6859004,10.8610286,106.685948,10.8610246
Quốc lộ 1,trunk,366403504,366463835,106.6842701,10.8611298,106.6856352,10.8610489
Quốc lộ 1,trunk,366463835,5767404256,106.6856352,10.8610489,106.6859004,10.8610286
Quốc lộ 1,trunk,366451416,2240992079,106.7268955,10.8667146,106.7269623,10.8667598
Quốc lộ 1,trunk,2240992079,3053462725,106.7269623,10.8667598,106.7277407,10.8671898
Quốc lộ 1,trunk,3053462725,366407879,106.7277407,10.8671898,106.7309218,10.8688203
Quốc lộ 1,trunk,366407879,366418698,106.7309218,10.8688203,106.7319303,10.8693287
Quốc lộ 1,trunk,366418698,2326562888,106.7319303,10.8693287,106.7327565,10.8697422
Quốc lộ 1,trunk,2326562888,3744069316,106.7327565,10.8697422,106.7333546,10.8700267
Quốc lộ 1,trunk,3744069316,366473901,106.7333546,10.8700267,106.734088,10.8703562
Quốc lộ 1,trunk,366473901,5772493697,106.734088,10.8703562,106.7341861,10.8704064
Quốc lộ 1,trunk,5772493697,366442819,106.7341861,10.8704064,106.734438,10.8705353
Quốc lộ 1,trunk,366442819,3164004059,106.734438,10.8705353,106.7347755,10.8707131
Quốc lộ 1,trunk,3164004059,2968017132,106.7347755,10.8707131,106.7349772,10.8708084
Quốc lộ 1,trunk,2968017132,366418969,106.7349772,10.8708084,106.7355639,10.8710504
Quốc lộ 1,trunk,366418969,366382327,106.7355639,10.8710504,106.7359381,10.871196
Quốc lộ 1,trunk,366382327,366419537,106.7359381,10.871196,106.7363499,10.8713251
Quốc lộ 1,trunk,366419537,5772687767,106.7363499,10.8713251,106.7364553,10.8713551
Quốc lộ 1,trunk,5769332103,2240979389,106.6986612,10.8602032,106.6986149,10.8602091
Quốc lộ 1,trunk,2240979389,5772000350,106.6986149,10.8602091,106.6974048,10.8603569
Quốc lộ 1,trunk,5772000350,2240979359,106.6974048,10.8603569,106.6970928,10.860395
Quốc lộ 1,trunk,2240979359,2240979349,106.6970928,10.860395,106.6952137,10.8605896
Quốc lộ 1,trunk,2240979349,5769332106,106.6952137,10.8605896,106.6951901,10.8605915
Quốc lộ 1,trunk,5769332102,5769332103,106.6987278,10.8601947,106.6986612,10.8602032
Quốc lộ 1,trunk,5769332101,5769332100,106.6986932,10.860024,106.6987685,10.8600152
Quốc lộ 1,trunk,5769332105,366444566,106.6952478,10.8604233,106.6952872,10.8604208
Quốc lộ 1,trunk,366444566,366450301,106.6952872,10.8604208,106.6959454,10.8603778
Quốc lộ 1,trunk,366450301,5653129500,106.6959454,10.8603778,106.6973958,10.8601907
Quốc lộ 1,trunk,5653129500,366370640,106.6973958,10.8601907,106.6986392,10.8600303
Quốc lộ 1,trunk,366370640,5769332101,106.6986392,10.8600303,106.6986932,10.860024
Quốc lộ 1,trunk,5769332104,5769332105,106.6951819,10.8604274,106.6952478,10.8604233
Quốc lộ 1,trunk,5767403840,3164008528,106.6892743,10.8608454,106.6905367,10.8607575
Quốc lộ 1,trunk,3164008528,5653129658,106.6905367,10.8607575,106.6917699,10.8606545
Quốc lộ 1,trunk,5653129658,366375135,106.6917699,10.8606545,106.6918953,10.8606472
Quốc lộ 1,trunk,366375135,5757656966,106.6918953,10.8606472,106.6921123,10.8606305
Quốc lộ 1,trunk,5757656966,5771983557,106.6921123,10.8606305,106.6924387,10.8606087
Quốc lộ 1,trunk,5771983557,5771983351,106.6924387,10.8606087,106.6930252,10.8605676
Quốc lộ 1,trunk,5771983351,5771983553,106.6930252,10.8605676,106.693345,10.8605481
Quốc lộ 1,trunk,5771983553,5771983347,106.693345,10.8605481,106.6939007,10.8605109
Quốc lộ 1,trunk,5771983347,5771983345,106.6939007,10.8605109,106.6942515,10.8604875
Quốc lộ 1,trunk,5771983345,5772000867,106.6942515,10.8604875,106.6946807,10.8604588
Quốc lộ 1,trunk,5772000867,366412945,106.6946807,10.8604588,106.6947204,10.8604561
Quốc lộ 1,trunk,366412945,5653129467,106.6947204,10.8604561,106.695146,10.8604296
Quốc lộ 1,trunk,5653129467,5769332104,106.695146,10.8604296,106.6951819,10.8604274
Quốc lộ 1,trunk,5769332107,2240979352,106.6951281,10.8605965,106.6947418,10.8606279
Quốc lộ 1,trunk,2240979352,5767573479,106.6947418,10.8606279,106.6942404,10.8606639
Quốc lộ 1,trunk,5767573479,5767573474,106.6942404,10.8606639,106.6936269,10.860708
Quốc lộ 1,trunk,5767573474,3298523154,106.6936269,10.860708,106.6932963,10.8607317
Quốc lộ 1,trunk,3298523154,5767573308,106.6932963,10.8607317,106.693188,10.860739
Quốc lộ 1,trunk,5767573308,5767573305,106.693188,10.860739,106.6928313,10.860763
Quốc lộ 1,trunk,5767573305,3164008527,106.6928313,10.860763,106.6926149,10.8607776
Quốc lộ 1,trunk,3164008527,3298523156,106.6926149,10.8607776,106.6924533,10.8607865
Quốc lộ 1,trunk,3298523156,5757656967,106.6924533,10.8607865,106.6921119,10.860811
Quốc lộ 1,trunk,5757656967,2240979413,106.6921119,10.860811,106.6918736,10.8608281
Quốc lộ 1,trunk,2240979413,3298523157,106.6918736,10.8608281,106.691742,10.8608353
Quốc lộ 1,trunk,3298523157,2240979350,106.691742,10.8608353,106.6905092,10.8609045
Quốc lộ 1,trunk,2240979350,4971495223,106.6905092,10.8609045,106.6899124,10.8609507
Quốc lộ 1,trunk,4971495223,5767403841,106.6899124,10.8609507,106.6897232,10.8609604
Quốc lộ 1,trunk,5769332106,5769332107,106.6951901,10.8605915,106.6951281,10.8605965
Quốc lộ 1,trunk_link,5880487201,366451416,106.7268198,10.866593,106.7268955,10.8667146
Quốc lộ 1,trunk_link,2240993963,893089602,106.7270665,10.866945,106.7267073,10.8668642
Quốc lộ 1,trunk_link,1958801657,5772687776,106.7668618,10.8728152,106.7667505,10.8728839
Quốc lộ 1,trunk_link,5772493631,1958801762,106.7629012,10.8741549,106.7627177,10.8741604
Quốc lộ 1,trunk_link,1958801764,5772493617,106.7627258,10.8739963,106.7628114,10.8739318
Quốc lộ 1,secondary,5785399020,5785399021,106.5919653,10.7569538,106.5919385,10.7571066
Quốc lộ 1,secondary,5758103764,4069510928,106.5927687,10.7522791,106.5925924,10.7533793
Quốc lộ 1,secondary,4069510928,4069510921,106.5925924,10.7533793,106.5925675,10.7536142
Quốc lộ 1,secondary,4069510921,5806228079,106.5925675,10.7536142,106.59247,10.7541386
Quốc lộ 1,secondary,5806228079,2276916560,106.59247,10.7541386,106.5921575,10.7558202
Quốc lộ 1,secondary,2276916560,2242379826,106.5921575,10.7558202,106.5921448,10.7559166
Quốc lộ 1,secondary,2242379826,5806303001,106.5921448,10.7559166,106.5920737,10.756309
Quốc lộ 1,secondary,5806303001,2242379845,106.5920737,10.756309,106.5920495,10.7564289
Quốc lộ 1,secondary,2242379845,2242379810,106.5920495,10.7564289,106.5920177,10.7566307
Quốc lộ 1,secondary,2242379810,5785399020,106.5920177,10.7566307,106.5919653,10.7569538
Quốc lộ 1,secondary,5785399022,2242379801,106.5916703,10.7569024,106.5916891,10.7567298
Quốc lộ 1,secondary,2242379801,2242379833,106.5916891,10.7567298,106.5917382,10.7564794
Quốc lộ 1,secondary,2242379833,5806302999,106.5917382,10.7564794,106.5917522,10.7563911
Quốc lộ 1,secondary,5806302999,2242379822,106.5917522,10.7563911,106.5917969,10.7561168
Quốc lộ 1,secondary,2242379822,2867882507,106.5917969,10.7561168,106.592147,10.7543496
Quốc lộ 1,secondary,2867882507,2242379830,106.592147,10.7543496,106.5923192,10.7534353
Quốc lộ 1,secondary,2242379830,2242379854,106.5923192,10.7534353,106.5924268,10.7530207
Quốc lộ 1,secondary,5785399023,5785399022,106.5916327,10.7570605,106.5916703,10.7569024
Quốc lộ 1,trunk_link,5758137713,1958801844,106.7484906,10.875167,106.748644,10.8752124
Quốc lộ 1,trunk_link,1958801844,5758137713,106.748644,10.8752124,106.7484906,10.875167
Quốc lộ 1,trunk_link,1958801844,1958801846,106.748644,10.8752124,106.7491891,10.8753064
Quốc lộ 1,trunk_link,1958801846,1958801844,106.7491891,10.8753064,106.748644,10.8752124
